Acoupar.exe - ISO3382 Acoustical Parameter File
Filename	Lsg_31.5 	Lsg_63   	Lsg_125  	Lsg_250  	Lsg_500  	Lsg_1000 	Lsg_2000 	Lsg_4000 	Lsg_8000 	Lsg_16000	Lsg_A    	Lsg_Lin  	Lno_31.5 	Lno_63   	Lno_125  	Lno_250  	Lno_500  	Lno_1000 	Lno_2000 	Lno_4000 	Lno_8000 	Lno_16000	Lno_A    	Lno_Lin  	StG_31.5 	StG_63   	StG_125  	StG_250  	StG_500  	StG_1000 	StG_2000 	StG_4000 	StG_8000 	StG_16000	StG_A    	StG_Lin  	C50_31.5 	C50_63   	C50_125  	C50_250  	C50_500  	C50_1000 	C50_2000 	C50_4000 	C50_8000 	C50_16000	C50_A    	C50_Lin  	C80_31.5 	C80_63   	C80_125  	C80_250  	C80_500  	C80_1000 	C80_2000 	C80_4000 	C80_8000 	C80_16000	C80_A    	C80_Lin  	D50_31.5 	D50_63   	D50_125  	D50_250  	D50_500  	D50_1000 	D50_2000 	D50_4000 	D50_8000 	D50_16000	D50_A    	D50_Lin  	ts _31.5 	ts _63   	ts _125  	ts _250  	ts _500  	ts _1000 	ts _2000 	ts _4000 	ts _8000 	ts _16000	ts _A    	ts _Lin  	EDT_31.5 	EDT_63   	EDT_125  	EDT_250  	EDT_500  	EDT_1000 	EDT_2000 	EDT_4000 	EDT_8000 	EDT_16000	EDT_A    	EDT_Lin  	Tus_31.5 	Tus_63   	Tus_125  	Tus_250  	Tus_500  	Tus_1000 	Tus_2000 	Tus_4000 	Tus_8000 	Tus_16000	Tus_A    	Tus_Lin  	T20_31.5 	T20_63   	T20_125  	T20_250  	T20_500  	T20_1000 	T20_2000 	T20_4000 	T20_8000 	T20_16000	T20_A    	T20_Lin  	T30_31.5 	T30_63   	T30_125  	T30_250  	T30_500  	T30_1000 	T30_2000 	T30_4000 	T30_8000 	T30_16000	T30_A    	T30_Lin  	IACCe_31.5 	IACCe_63   	IACCe_125  	IACCe_250  	IACCe_500  	IACCe_1000 	IACCe_2000 	IACCe_4000 	IACCe_8000 	IACCe_16000	IACCe_A    	IACCe_Lin  	tIACC_31.5 	tIACC_63   	tIACC_125  	tIACC_250  	tIACC_500  	tIACC_1000 	tIACC_2000 	tIACC_4000 	tIACC_8000 	tIACC_16000	tIACC_A    	tIACC_Lin  	wIACC_31.5 	wIACC_63   	wIACC_125  	wIACC_250  	wIACC_500  	wIACC_1000 	wIACC_2000 	wIACC_4000 	wIACC_8000 	wIACC_16000	wIACC_A    	wIACC_Lin  
G:\2020_CATALUNYA_JULY\10_07_2020\_Barranc de la Vall II\ZYLIA/output/2020_CATALUNYA_JULYTest2_W_WY.wav	36.104	46.120	50.540	56.953	58.006	65.974	62.749	61.458	57.948	67.596	70.688	71.430	6.553	-2.301	-12.662	-33.075	-60.483	-96.986	-110.984	-96.763	-108.570	-120.367	-64.132	-24.021	-32.896	-22.880	-18.460	-12.047	-10.994	-3.026	-6.251	-7.542	-11.052	-1.404	-6.312	-7.570	2.843	9.861	13.066	14.201	19.900	22.841	19.027	16.773	18.431	28.567	20.182	20.069	6.939	12.057	19.407	22.719	25.791	28.979	24.502	19.865	22.978	36.514	24.714	25.000	58.295	84.360	94.174	96.267	98.635	99.423	98.763	97.889	98.551	99.857	99.026	99.017	133.429	2172.092	1234.254	133.987	64.482	36.474	30.553	37.857	25.288	6.307	25.710	24.747	1.225	1.032	0.197	0.164	0.117	0.055	0.123	0.122	0.139	0.058	0.098	0.096	1.643	1.593	0.279	0.295	0.176	0.116	0.136	0.164	0.147	0.082	0.125	0.137	1.565	0.577	0.320	0.273	0.207	0.186	0.245	--	0.261	0.123	0.262	0.257	--	0.775	0.846	0.288	0.310	0.333	0.499	1.614	--	0.160	--	--	0.000	0.000	0.597	0.612	0.119	0.474	0.273	0.315	0.360	0.626	0.240	0.193	0.000	0.000	1.000	1.000	-0.354	0.458	0.167	-0.146	-0.062	-0.229	0.542	0.542	0.000	0.000	1.271	0.896	0.521	0.146	0.083	0.062	0.042	0.042	0.104	0.062
G:\2020_CATALUNYA_JULY\10_07_2020\_Barranc de la Vall I\ZYLIA/output/2020_CATALUNYA_JULYTest1_W_WY.wav	33.629	44.634	53.439	58.194	58.987	64.777	64.555	62.619	59.731	62.907	70.833	71.037	-10.948	-10.630	-26.431	-37.611	-66.060	-98.120	-108.296	-98.107	-104.851	-109.658	-86.502	-40.418	-35.371	-24.366	-15.561	-10.806	-10.013	-4.223	-4.445	-6.381	-9.269	-6.093	-6.167	-7.963	6.407	13.105	15.158	17.730	19.198	20.645	19.118	15.768	16.956	19.934	18.407	18.298	10.893	18.181	23.225	26.915	28.191	27.435	26.374	19.556	22.143	26.900	23.803	24.077	79.600	94.668	97.004	98.340	98.805	99.042	98.718	97.392	97.998	98.987	98.517	98.511	2279.270	2609.804	163.810	93.551	39.038	37.397	33.787	36.016	31.541	26.920	31.446	33.858	1.314	0.331	0.230	0.172	0.145	0.141	0.157	0.174	0.163	0.149	0.150	0.152	0.273	0.213	0.178	0.157	0.137	0.142	0.117	0.162	0.152	0.121	0.133	0.134	0.465	0.702	0.243	0.169	0.143	0.167	0.163	--	0.269	0.161	0.241	0.225	0.690	0.824	0.364	0.266	0.269	0.295	0.341	--	--	--	--	--	0.226	0.826	0.770	0.760	0.746	0.747	0.757	0.689	0.222	0.339	0.675	0.649	1.000	1.000	-0.104	-0.021	-0.083	0.021	0.000	0.000	-0.208	-0.083	0.000	0.000	0.104	0.667	1.062	0.542	0.292	0.146	0.104	0.062	0.042	0.042	0.083	0.083
G:\2020_CATALUNYA_JULY\10_07_2020\_Barranc de la Vall I\ZYLIA/output/2020_CATALUNYA_JULYTest1_take2_W_WY.wav	33.186	45.814	54.517	59.466	60.577	65.900	66.326	64.071	62.256	66.257	72.451	72.748	-12.865	-12.282	-17.505	-36.272	-67.015	-94.906	-109.764	-96.242	-106.986	-109.400	-85.151	-37.436	-35.814	-23.186	-14.483	-9.534	-8.423	-3.100	-2.674	-4.929	-6.744	-2.743	-4.549	-6.252	7.605	13.275	15.195	17.880	18.878	20.567	19.241	17.981	19.728	22.863	19.376	19.142	14.934	18.582	23.115	27.395	29.233	27.311	27.409	21.953	25.269	30.428	25.648	25.868	84.984	94.781	97.056	98.386	98.696	99.003	98.680	98.415	98.936	99.472	98.791	98.766	3856.232	2677.250	171.326	92.082	42.208	42.988	39.336	31.619	23.084	16.153	31.670	32.261	0.478	0.282	0.200	0.157	0.153	0.179	0.206	0.179	0.172	0.171	0.195	0.186	0.370	0.395	0.202	0.179	0.118	0.149	0.118	0.144	0.126	0.119	0.126	0.125	0.476	0.198	0.282	0.174	0.149	0.165	0.147	--	0.197	0.134	0.173	0.170	0.636	0.486	0.429	0.262	0.247	0.226	0.308	--	--	0.180	--	--	0.308	0.836	0.775	0.744	0.754	0.762	0.748	0.550	0.438	0.388	0.610	0.579	1.000	1.000	-0.083	-0.042	-0.083	0.021	0.000	0.000	-0.208	-0.083	0.000	0.000	0.146	0.646	1.042	0.562	0.312	0.146	0.083	0.062	0.042	0.042	0.062	0.062
G:\2020_CATALUNYA_JULY\10_07_2020\_Barranc de la Vall I\ZYLIA/output/2020_CATALUNYA_JULYTest2_W_WY.wav	33.171	47.672	56.167	59.322	59.959	66.843	66.159	64.691	62.045	65.373	72.674	72.958	-4.050	-8.062	-15.385	-35.318	-61.808	-91.926	-108.043	-99.965	-107.291	-112.667	-71.656	-31.893	-35.829	-21.328	-12.833	-9.678	-9.041	-2.157	-2.841	-4.309	-6.955	-3.627	-4.326	-6.042	7.075	16.425	18.241	18.237	20.563	23.650	19.675	17.525	18.049	22.399	19.811	19.853	13.173	21.753	24.026	26.887	28.141	29.342	27.416	22.581	24.683	30.309	25.992	26.177	83.098	97.768	98.437	98.342	99.098	99.564	98.871	98.263	98.456	99.409	98.950	98.970	4345.857	1847.791	151.640	98.723	39.215	28.004	34.795	26.847	27.911	14.150	26.435	27.734	0.981	0.297	0.175	0.178	0.148	0.105	0.135	0.155	0.162	0.125	0.140	0.137	1.196	0.212	0.196	0.183	0.147	0.094	0.124	0.141	0.129	0.121	0.120	0.125	0.288	0.339	0.178	0.160	0.161	0.142	0.152	0.323	0.195	0.138	0.175	0.168	0.370	0.387	0.318	0.259	0.245	0.244	0.288	--	--	0.216	--	--	0.000	0.000	0.000	0.002	0.266	0.269	0.413	0.468	0.303	0.354	0.134	0.080	0.000	0.000	0.000	1.000	0.771	0.396	0.229	0.125	-0.062	-0.229	-0.229	0.167	0.000	0.000	0.000	0.021	0.354	0.146	0.104	0.062	0.042	0.042	0.062	0.042
G:\2020_CATALUNYA_JULY\11_07_2020\BarrancDeLesTaules\ZYLIA/output/2020_CATALUNYA_JULYTest1_W_WY.wav	31.341	45.504	53.890	59.370	61.756	65.396	66.544	64.126	62.107	66.116	72.475	72.785	-12.711	-18.972	-28.227	-44.084	-64.071	-98.138	-113.450	-107.696	-114.300	-131.513	-84.858	-33.390	-37.659	-23.496	-15.110	-9.630	-7.244	-3.604	-2.456	-4.874	-6.893	-2.884	-4.525	-6.215	12.726	17.458	18.607	23.075	24.477	25.333	22.783	19.517	20.588	23.323	22.225	22.498	16.587	24.764	33.544	33.206	33.859	32.387	29.701	26.900	28.826	33.632	29.672	30.307	94.470	98.236	98.610	99.509	99.538	99.596	99.375	98.854	99.134	99.533	99.329	99.385	24968.996	1264.419	287.961	77.239	42.597	38.485	34.051	35.676	27.011	16.289	28.338	28.719	0.383	0.242	0.184	0.166	0.118	0.174	0.151	0.159	0.129	0.126	0.158	0.151	0.301	0.217	0.212	0.099	0.088	0.151	0.124	0.127	0.130	0.100	0.121	0.119	0.346	0.228	0.157	0.122	0.124	0.135	0.135	0.169	0.164	0.135	0.143	0.140	0.389	0.333	0.136	0.174	0.212	0.212	0.249	0.363	0.267	0.154	0.266	0.240	0.364	0.886	0.519	0.771	0.722	0.876	0.792	0.534	0.229	0.444	0.624	0.595	1.000	0.854	-0.458	-0.021	-0.083	0.021	0.000	0.021	-0.188	0.000	0.000	0.000	0.188	1.771	1.000	0.521	0.333	0.146	0.083	0.062	0.062	0.042	0.083	0.083
G:\2020_CATALUNYA_JULY\11_07_2020\BarrancDeLesTaules\ZYLIA/output/2020_CATALUNYA_JULYTest2_W_WY.wav	31.100	47.171	54.990	60.285	63.539	69.611	67.124	64.402	60.397	72.585	74.449	75.446	-16.570	-21.592	-28.476	-40.360	-61.614	-89.091	-108.796	-101.466	-111.578	-127.492	-78.743	-41.933	-37.900	-21.829	-14.010	-8.715	-5.461	0.611	-1.876	-4.598	-8.603	3.585	-2.551	-3.554	13.955	17.093	20.352	21.050	24.252	25.800	21.879	19.999	19.310	29.641	23.198	24.076	18.429	22.325	31.139	33.038	33.486	34.674	29.842	25.064	26.429	38.675	30.219	31.555	95.924	97.957	99.001	99.219	99.369	99.730	99.350	98.986	98.839	99.890	99.513	99.605	88651.727	384.731	76.498	67.310	134.738	28.472	19.309	38.425	22.815	10.692	23.295	22.795	0.550	0.250	0.173	0.159	0.097	0.096	0.093	0.119	0.120	0.069	0.106	0.105	0.195	0.174	0.109	0.088	0.093	0.101	0.128	0.097	0.139	0.076	0.104	0.096	0.327	0.277	0.153	0.158	0.140	0.113	0.155	0.220	0.184	0.111	0.139	0.130	--	0.529	0.187	0.165	0.181	0.153	0.241	--	--	0.137	0.240	0.231	0.000	0.311	0.019	0.057	0.111	0.218	0.235	0.365	0.199	0.402	0.200	0.189	0.000	0.479	0.146	-1.000	1.000	1.000	0.167	-0.146	0.188	0.083	0.146	0.146	0.000	0.000	0.333	0.021	0.396	0.208	0.083	0.062	0.042	0.042	0.042	0.042
G:\2020_CATALUNYA_JULY\11_07_2020\ElsArcs1\ZYLIA/output/2020_CATALUNYA_JULYTest1_W_WY.wav	36.502	44.784	45.427	53.290	53.257	60.775	58.757	56.603	55.059	66.070	67.944	69.544	2.463	5.648	-12.184	-36.126	-63.067	-96.773	-115.291	-100.731	-109.000	-124.007	-70.469	-26.770	-32.498	-24.216	-23.573	-15.710	-15.743	-8.225	-10.243	-12.397	-13.941	-2.930	-9.056	-9.456	1.596	6.642	10.709	17.709	21.266	22.104	18.068	13.941	17.241	28.421	20.328	21.463	3.927	7.185	13.282	22.601	24.083	24.699	21.244	16.050	20.010	33.518	22.889	23.929	53.974	62.392	79.080	95.838	98.611	98.637	96.414	94.655	97.491	99.844	98.709	99.146	302.291	1272.040	2669.656	1060.738	270.470	213.748	122.489	82.071	25.763	3.167	38.404	25.217	1.553	1.287	1.011	0.137	0.098	0.076	0.103	0.168	0.104	0.015	0.061	0.044	--	0.376	1.005	0.168	0.121	0.112	0.203	0.447	0.203	0.118	0.127	0.106	1.197	0.486	--	0.787	0.269	0.281	0.441	1.201	0.650	0.109	0.660	0.162	0.834	0.843	0.453	0.788	0.621	0.641	0.552	0.863	0.865	0.175	0.844	0.847	0.000	0.297	0.000	0.566	0.194	0.301	0.413	0.431	0.421	0.703	0.266	0.275	0.000	1.000	0.000	0.479	0.062	0.125	0.062	0.042	-0.208	-0.021	0.042	0.042	0.000	0.104	0.000	0.562	0.271	0.167	0.083	0.062	0.042	0.042	0.042	0.042
G:\2020_CATALUNYA_JULY\11_07_2020\ElsArcs1\ZYLIA/output/2020_CATALUNYA_JULYTest2_W_WY.wav	29.828	41.126	48.188	54.900	58.418	61.621	62.227	61.005	55.617	66.607	69.807	70.909	-3.096	-9.812	-20.430	-50.602	-76.036	-98.932	-115.032	-101.023	-107.964	-124.680	-74.349	-34.106	-39.172	-27.874	-20.812	-14.100	-10.582	-7.379	-6.773	-7.995	-13.383	-2.393	-7.193	-8.091	6.167	13.784	14.704	19.386	24.950	22.686	21.741	18.232	17.810	28.068	22.001	22.864	8.038	15.134	18.683	24.068	27.461	25.565	25.318	19.912	20.208	34.275	24.547	25.699	72.955	93.406	95.088	98.354	99.666	98.987	98.455	97.443	97.937	99.816	99.069	99.392	4096.812	6801.440	890.367	321.045	52.329	151.764	73.592	53.301	26.720	2.658	31.898	21.809	1.610	0.377	0.183	0.094	0.077	0.075	0.060	0.078	0.111	0.012	0.091	0.109	0.418	0.146	0.296	0.073	0.058	0.106	0.154	--	0.188	0.173	0.101	0.100	1.211	1.191	0.540	0.560	0.074	0.296	0.342	1.687	--	0.154	0.103	0.117	0.921	1.259	0.778	0.609	0.497	0.849	0.987	1.494	1.482	0.199	1.368	--	0.113	0.150	0.092	0.539	0.535	0.295	0.373	0.580	0.526	0.623	0.281	0.232	1.000	1.000	1.000	0.646	0.708	0.125	0.104	0.083	-0.062	-0.021	0.104	0.104	0.083	0.083	0.021	0.479	0.292	0.146	0.083	0.062	0.062	0.042	0.042	0.042
G:\2020_CATALUNYA_JULY\11_07_2020\ElsArcs3\ZYLIA/output/2020_CATALUNYA_JULYTest1_W_WY.wav	37.882	45.773	46.493	52.084	55.943	62.195	59.726	57.220	56.617	65.751	68.186	69.189	7.693	4.233	-13.744	-41.812	-71.717	-95.873	-113.351	-99.348	-104.547	-120.278	-66.277	-23.226	-31.118	-23.227	-22.507	-16.916	-13.057	-6.805	-9.274	-11.780	-12.383	-3.249	-8.814	-9.811	0.976	4.114	12.050	15.872	20.337	21.335	16.452	13.402	17.378	27.751	18.721	19.263	4.265	5.443	13.758	20.418	23.233	24.136	19.443	14.861	19.606	32.628	21.019	21.509	53.089	58.475	91.686	97.315	98.485	98.396	93.796	93.225	97.914	99.831	97.734	98.321	132.434	1139.140	960.032	148.072	192.273	153.984	245.894	99.167	23.325	6.063	63.024	42.481	1.604	1.232	0.492	0.133	0.082	0.045	0.165	0.224	0.088	0.017	0.064	0.049	0.752	0.879	1.068	0.275	0.138	0.144	0.385	1.391	0.189	0.063	0.181	0.146	--	0.652	0.537	0.396	0.446	0.511	0.893	1.258	1.021	0.117	0.999	0.952	--	0.767	0.552	0.559	0.508	0.676	0.591	0.870	0.847	0.196	0.745	0.727	0.331	0.142	0.831	0.627	0.786	0.752	0.516	0.245	0.409	0.498	0.403	0.397	-1.000	1.000	0.188	0.167	0.167	0.062	0.042	-0.208	-0.208	0.042	0.104	0.104	0.771	0.062	0.979	0.542	0.333	0.146	0.104	0.042	0.042	0.042	0.042	0.042
G:\2020_CATALUNYA_JULY\11_07_2020\ElsArcs3\ZYLIA/output/2020_CATALUNYA_JULYTest2_W_WY.wav	30.252	42.461	45.096	50.048	54.611	59.678	60.151	58.492	55.616	64.138	67.125	67.942	-5.207	-11.458	-28.998	-43.653	-73.470	-98.067	-113.182	-99.606	-105.728	-122.256	-72.638	-33.154	-38.748	-26.539	-23.904	-18.952	-14.389	-9.322	-8.849	-10.508	-13.384	-4.862	-9.875	-11.058	2.107	8.283	11.060	10.681	16.229	17.106	17.385	14.603	16.578	27.344	17.330	17.776	4.602	9.587	13.813	16.158	20.957	22.125	20.631	16.568	19.176	32.498	20.431	21.059	56.098	81.171	89.476	89.823	95.020	95.192	96.054	94.881	97.506	99.806	96.877	97.657	2105.700	4289.824	1402.269	338.426	210.115	236.536	114.570	79.857	30.669	11.892	69.593	53.608	1.520	1.025	0.344	0.253	0.158	0.155	0.122	0.153	0.101	0.032	0.101	0.084	0.487	2.145	0.553	0.353	0.177	0.213	0.210	0.491	0.210	0.077	0.206	0.174	--	0.457	0.762	0.405	0.388	0.351	0.680	1.213	--	0.122	0.604	0.536	--	0.685	0.714	0.488	0.427	0.508	0.595	0.867	0.853	0.207	0.757	0.733	0.000	0.502	0.319	0.419	0.370	0.375	0.148	0.338	0.489	0.402	0.193	0.204	0.000	1.000	1.000	1.000	0.667	-0.104	-0.125	0.521	-0.208	-0.042	-0.042	-0.042	0.000	0.188	0.125	0.562	0.333	0.146	0.083	0.062	0.062	0.042	0.042	0.042
G:\2020_CATALUNYA_JULY\11_07_2020\ElsArcsIV\ZYLIA/output/2020_CATALUNYA_JULYTest1_W_WY.wav	27.660	42.486	49.833	55.821	56.725	61.348	60.923	58.985	57.107	62.293	67.998	68.774	-8.573	-16.730	-21.530	-42.452	-70.544	-95.916	-108.716	-103.856	-111.973	-125.596	-74.528	-42.571	-41.340	-26.514	-19.167	-13.179	-12.275	-7.652	-8.077	-10.015	-11.893	-6.707	-9.002	-10.226	7.149	13.218	12.534	16.838	19.905	20.600	17.284	16.447	18.344	23.275	18.833	19.019	10.154	16.689	14.139	19.630	22.678	21.807	19.007	18.172	21.413	27.743	20.599	21.038	80.800	94.323	91.261	97.556	98.317	98.075	96.198	96.565	98.465	99.528	97.859	98.282	7402.063	2831.155	2220.938	324.204	139.692	244.379	134.671	67.461	23.573	8.849	72.698	66.733	1.375	0.335	0.340	0.173	0.096	0.091	0.118	0.113	0.097	0.075	0.092	0.091	0.437	0.244	0.294	0.169	0.139	0.278	0.526	0.338	0.133	0.114	0.307	0.160	0.833	0.567	0.643	0.502	0.344	0.407	0.849	1.002	0.367	0.168	0.730	0.593	0.810	0.614	0.595	0.512	0.674	0.769	0.590	0.774	0.633	0.272	0.604	0.594	0.059	0.166	0.580	0.549	0.209	0.333	0.303	0.563	0.372	0.474	0.144	0.169	1.000	1.000	0.708	0.208	0.208	0.896	0.396	0.354	-0.188	-0.083	-0.021	-0.021	0.042	0.062	0.958	0.625	0.312	0.146	0.083	0.062	0.042	0.042	0.042	0.042
G:\2020_CATALUNYA_JULY\11_07_2020\ElsArcsIV\ZYLIA/output/2020_CATALUNYA_JULYTest2_W_WY.wav	26.336	41.553	50.316	56.303	57.156	63.752	61.909	58.924	57.022	63.749	69.136	69.902	-14.948	-11.663	-22.702	-52.999	-75.068	-97.642	-114.530	-103.211	-107.264	-119.840	-77.894	-37.564	-42.664	-27.447	-18.684	-12.697	-11.844	-5.248	-7.091	-10.076	-11.978	-5.251	-7.864	-9.098	6.952	12.952	13.551	18.115	18.425	21.004	18.522	15.406	18.395	23.296	19.227	19.507	9.942	16.786	15.895	20.358	21.695	24.583	20.259	17.376	20.607	28.697	21.476	21.853	79.453	93.621	94.878	98.222	98.340	98.692	97.909	96.656	98.569	99.508	98.412	98.701	10190.255	2928.478	1134.136	394.884	102.906	105.440	58.422	44.058	13.334	7.607	42.533	41.456	1.044	0.366	0.211	0.176	0.120	0.107	0.119	0.118	0.080	0.061	0.115	0.103	1.066	0.375	0.223	0.149	0.123	0.103	0.099	0.268	0.136	0.113	0.122	0.117	0.945	0.791	0.513	0.461	0.346	0.096	0.551	0.971	--	0.170	0.552	--	0.715	0.736	0.570	0.491	0.457	0.631	0.555	0.842	0.794	0.260	0.651	0.611	0.000	0.399	0.048	0.171	0.249	0.418	0.308	0.405	0.528	0.394	0.267	0.208	0.000	1.000	1.000	-1.000	0.042	-0.062	-0.021	0.333	-0.042	-0.167	-0.021	-0.021	0.000	0.188	0.042	0.938	0.271	0.146	0.083	0.042	0.042	0.042	0.083	0.042
G:\2020_CATALUNYA_JULY\11_07_2020\EstretDeLesTaules\ZYLIA/output/2020_CATALUNYA_JULYTest1_W_WY.wav	34.368	53.210	61.463	60.357	62.543	66.590	64.842	63.736	61.858	70.002	72.416	73.873	-16.673	-16.232	-18.322	-41.479	-60.129	-96.275	-111.853	-101.659	-110.553	-125.671	-78.478	-33.329	-34.632	-15.790	-7.537	-8.643	-6.457	-2.410	-4.158	-5.264	-7.142	1.002	-4.584	-5.127	12.293	16.930	23.294	19.779	24.396	24.269	20.283	19.914	22.458	31.642	22.029	22.751	16.416	23.751	29.156	23.330	26.234	25.710	21.722	21.227	24.325	37.006	23.534	24.830	94.421	98.011	99.451	98.601	99.442	99.430	98.673	98.675	99.299	99.929	99.182	99.348	6426.802	1725.795	607.770	301.699	55.831	37.950	40.449	35.641	22.605	10.005	25.312	33.354	0.479	0.177	0.133	0.128	0.035	0.031	0.062	0.048	0.047	0.036	0.044	0.048	0.342	0.145	0.163	0.063	0.038	0.069	0.145	0.049	0.095	0.055	0.091	0.093	0.442	0.259	0.176	0.169	0.102	0.122	0.371	0.758	0.133	0.079	0.134	0.126	0.648	0.447	0.313	0.490	0.487	0.547	0.568	0.782	0.806	0.122	0.737	0.681	0.275	0.631	0.944	0.791	0.865	0.551	0.359	0.700	0.347	0.608	0.374	0.393	1.000	1.000	1.000	0.875	0.104	0.188	0.729	0.000	-0.188	-0.083	-0.021	-0.021	0.125	0.188	1.062	0.812	0.292	0.167	0.104	0.062	0.042	0.042	0.042	0.042
G:\2020_CATALUNYA_JULY\11_07_2020\EstretDeLesTaules\ZYLIA/output/2020_CATALUNYA_JULYTest2_W_WY.wav	27.539	50.111	56.237	57.387	57.434	65.112	61.461	59.600	59.498	62.775	69.491	70.466	-14.939	-17.293	-20.222	-39.562	-61.610	-101.517	-113.280	-99.657	-104.504	-121.038	-82.936	-40.610	-41.461	-18.889	-12.763	-11.613	-11.566	-3.888	-7.539	-9.400	-9.502	-6.225	-7.509	-8.534	7.805	15.668	20.351	18.090	20.891	23.970	18.176	14.843	19.791	26.784	19.517	20.171	10.179	23.082	26.796	20.038	22.836	24.976	19.077	15.909	21.511	30.803	20.597	21.592	74.775	97.243	98.728	97.920	98.870	99.210	97.627	95.615	98.905	99.784	98.347	98.641	28539.354	2372.922	1285.521	398.718	75.976	57.830	47.964	55.169	14.070	13.386	34.441	41.222	1.336	0.235	0.182	0.146	0.096	0.066	0.098	0.120	0.054	0.056	0.073	0.076	0.744	0.200	0.148	0.132	0.105	0.078	0.069	0.498	0.100	0.080	0.146	0.124	0.478	0.295	0.227	0.505	--	0.093	0.711	1.201	--	0.119	0.784	0.440	0.651	0.425	0.194	0.588	0.578	0.588	0.635	0.864	0.817	--	0.750	0.825	0.000	0.428	0.000	0.278	0.286	0.394	0.398	0.278	0.259	0.154	0.202	0.133	0.000	1.000	0.000	-1.000	-0.708	-0.271	0.208	0.750	0.417	-0.729	-0.229	-0.312	0.000	0.125	0.000	1.000	0.271	0.167	0.083	0.042	0.042	0.042	0.146	0.146
G:\2020_CATALUNYA_JULY\11_07_2020\EstretDeLesTaules\ZYLIA/output/2020_CATALUNYA_JULYTest2_take2_W_WY.wav	28.866	52.831	59.096	59.607	60.393	68.212	63.690	62.035	62.781	70.769	72.771	74.239	-19.217	-12.035	-15.918	-39.682	-55.924	-89.297	-113.418	-100.416	-107.344	-121.589	-74.025	-37.792	-40.134	-16.169	-9.904	-9.393	-8.607	-0.788	-5.310	-6.965	-6.219	1.769	-4.229	-4.761	12.287	16.350	21.838	18.856	22.951	26.440	19.735	17.191	23.191	32.444	22.389	23.292	14.683	23.609	28.034	20.515	24.555	27.825	20.859	18.192	24.881	36.984	23.579	24.828	94.157	97.695	99.182	98.346	99.225	99.569	98.544	97.567	99.435	99.943	99.223	99.430	74868.258	2512.163	1418.587	239.856	84.589	52.096	40.652	38.937	18.583	5.524	24.847	25.076	0.521	0.215	0.156	0.129	0.093	0.057	0.078	0.099	0.046	0.023	0.062	0.060	0.296	0.179	0.163	0.119	0.084	0.104	0.128	0.061	0.081	0.057	0.091	0.093	0.472	0.273	0.188	0.730	0.098	0.095	0.941	1.531	0.155	0.093	0.151	0.142	0.760	0.508	0.175	0.687	0.810	0.786	0.881	1.399	1.395	0.143	1.160	1.085	0.000	0.408	0.000	0.119	0.385	0.450	0.552	0.234	0.445	0.371	0.261	0.185	0.000	1.000	0.000	0.021	1.000	-0.292	0.188	0.812	-0.083	-0.083	-0.292	-0.354	0.000	0.104	0.000	0.542	0.521	0.146	0.104	0.062	0.042	0.042	0.062	0.042
G:\2020_CATALUNYA_JULY\12_07_2020\_Abric dels Massets\ZYLIA/output/2020_CATALUNYA_JULYTest1_W_WY.wav	32.283	43.292	48.466	55.942	55.463	62.739	63.133	61.786	61.033	65.204	69.896	70.320	-16.138	-13.809	-32.890	-44.444	-66.697	-97.780	-111.283	-116.150	-124.577	-131.277	-77.821	-40.429	-36.717	-25.708	-20.534	-13.058	-13.537	-6.261	-5.867	-7.214	-7.967	-3.796	-7.104	-8.680	10.699	6.882	7.131	16.885	15.731	15.550	14.250	13.382	15.200	17.257	14.627	14.788	15.615	11.844	10.858	22.129	20.990	23.639	21.846	21.477	23.819	25.940	22.563	22.113	92.046	80.301	82.240	97.783	95.768	95.822	95.488	95.131	96.903	98.154	96.012	96.383	16870.760	6716.413	873.002	418.239	153.072	82.432	81.412	53.072	33.586	17.760	52.499	51.514	0.463	0.483	0.443	0.165	0.209	0.208	0.196	0.221	0.182	0.155	0.194	0.190	0.296	0.401	0.382	0.179	0.218	0.192	0.210	0.219	0.213	0.190	0.210	0.213	0.656	0.547	0.380	0.249	0.247	0.205	0.244	0.227	0.219	0.199	0.229	0.235	0.745	0.651	0.412	0.223	0.240	0.224	0.250	0.310	0.234	0.204	0.365	0.355	0.000	0.000	0.000	0.545	0.575	0.593	0.452	0.486	0.212	0.191	0.204	0.150	0.000	0.000	0.000	1.000	0.833	-0.396	-0.229	0.167	-0.188	-0.021	-0.208	0.458	0.000	0.000	0.000	0.062	0.292	0.146	0.083	0.062	0.042	0.042	0.062	0.042
